Domain_score,DomainToolRegistrars,knujon,DomainNameEntropy,registrar_prices,ttlRisk,spamhausTld,domain_age,AlexaLevSim,Label
6.222222222,0.6,0.6,0.296532986,0.6,0.7,0.058385093,0.5,0.666666667,maleware
5.777777778,0.097315436,0.272452069,0.037837104,0,0.6,0.060869565,0.5,0.777777778,maleware
5.777777778,0.097315436,0.272452069,0.041993177,0,0.6,0.060869565,0.5,0.705882353,maleware
6.333333333,0.6,0.049445005,0.052713128,0.78538648,0.7,0.060869565,0.5,0.866666667,maleware
6.333333333,0.6,0.6,0.061390768,0.6,0.7,0.6,0.5,0.571428571,maleware
6.444444444,0.6,0.6,0.14011253,0.6,0.7,0.6,0.5,0.571428571,maleware
6.222222222,0.6,0.6,0.098584852,0.6,0.6,0.6,0.5,0.565217391,maleware
6.444444444,0.6,0.6,0.146127023,0.6,0.7,0.002484472,0.5,0.538461538,maleware
10,0.6,0.6,0.040956516,0.6,0.7,0.060869565,0.5,0.75,maleware
6.555555556,0.6,0.6,0.059479099,0.122601732,0.7,0.6,0.5,0.6,maleware
5.444444444,0.6,0.6,0.084012705,0.6,0.7,0.007453416,0.5,0.538461538,maleware
5.888888889,0.6,0.6,0.189660794,0.6,0.7,0.034782609,0.5,0.571428571,maleware
6.2,1.326621924,0.413723512,0.055955741,0.6,0.7,0.060869565,0.5,0.65,maleware
6,0.097315436,0.272452069,0.059773113,0,0.7,0.060869565,0.5,0.705882353,maleware
5.666666667,0.6,0.39556004,0.080840779,0.415891539,0.7,0.058385093,0.5,0.666666667,maleware
6.111111111,0.6,0.6,0.045693299,0.6,0.7,0.002484472,0.5,0.583333333,maleware
5.111111111,0.6,0.6,0.049719459,0.6,0.3,0.053416149,0.5,0.571428571,maleware
5.666666667,0.6,0.200807265,0.065308381,0.6,0.7,0.060869565,0.5,0.684210526,maleware
6.222222222,0.6,0.6,0.025751065,0.6,0.7,0.002484472,0.5,0.642857143,maleware
6.111111111,0.6,0.6,0.036912219,0.6,0.7,0.002484472,0.5,0.571428571,maleware
5.666666667,0.6,0.4419778,0.0579821,0.534007116,0.7,0.060869565,0.5,0.75,maleware
6.444444444,0.6,0.6,0.057952606,0.6,0.7,0.6,0.5,0.75,maleware
6.333333333,0.6,0.524722503,0.059633784,0.6,0.7,0.6,0.5,0.6875,maleware
5.888888889,0.6,0.6,0.059899003,0.6,0.7,0.060869565,0.5,0.6,maleware
5.444444444,0.6,0.6,0.056161317,0.6,0.6,0.060869565,0.5,0.571428571,maleware
5.888888889,0.6,0.6,0.057170125,0.122601732,0.7,0.060869565,0.5,0.666666667,maleware
6.111111111,0.6,0.16851665,0.160488634,0.6,0.7,0.058385093,0.5,0.857142857,maleware
6.444444444,0.387024609,0.529767911,0.134041651,0.6,0.6,0.060869565,0.5,0.818181818,maleware
5.666666667,0.6,0.3370333,0.075206888,0.6,0.7,0.060869565,0.5,0.56,maleware
5.444444444,0.412751678,0.065590313,0.041270925,0.729644717,0.7,0.060869565,0.5,0.75,maleware
6.444444444,0.6,0.6,0.061235892,0.6,0.7,0.6,0.5,0.619047619,maleware
5.444444444,0.6,0.6,0.033142043,0.6,0.7,0.004968944,0.5,0.692307692,maleware
6.111111111,0.6,0.6,0.053618459,0.6,0.7,0.002484472,0.5,0.6,maleware
5.555555556,0.6,0.39556004,0.065045859,0.415891539,0.7,0.060869565,0.5,0.565217391,maleware
5.666666667,0.6,0.6,0.057561507,0.6,0.7,0.01863354,0.5,0.692307692,maleware
5.888888889,0.097315436,0.272452069,0.052934449,0,0.7,0.060869565,0.5,0.785714286,maleware
6.222222222,0.6,0.6,0.055689476,0.6,0.7,0.6,0.5,0.6,maleware
5.555555556,0.097315436,0.272452069,0.041137273,0,0.6,0.060869565,0.5,0.545454545,maleware
5.333333333,0.6,0.6,0.054554442,0.6,0.7,0.003726708,0.5,0.666666667,maleware
6.111111111,0.6,0.6,0.032013089,0.6,0.7,0.288198758,0.5,0.7,maleware
6,0.097315436,0.272452069,0.074227164,0,0.6,0.060869565,0.5,0.75,maleware
6.555555556,0.6,0.6,0.057627477,0.6,0.6,0.060869565,0.5,0.923076923,maleware
5.666666667,0.6,0.6,0.062424035,0.6,0.6,0.060869565,0.5,0.642857143,maleware
5.666666667,0.387024609,0.529767911,0.046054914,0.6,0.7,0.060869565,0.5,0.727272727,maleware
5.888888889,0.097315436,0.272452069,0.076953613,0,0.6,0.060869565,0.5,0.666666667,maleware
5.888888889,0.097315436,0.272452069,0.096061301,0,0.6,0.060869565,0.5,0.642857143,maleware
5.333333333,0.6,0.6,0.034569219,0.6,0.3,0.060869565,0.5,0.769230769,maleware
5.888888889,0.6,0.6,0.092981865,0.6,0.7,0.034782609,0.5,0.666666667,maleware
5.666666667,0.6,0.6,0.056572642,0.6,0.7,0.034782609,0.5,0.727272727,maleware
5.777777778,0.6,0.39556004,0.072707883,0.415891539,0.7,0.060869565,0.5,0.666666667,maleware
6,0.6,0.6,0.045523291,0.6,0.7,0.060869565,0.5,0.818181818,maleware
6,0.6,0.6,0.063600201,0.6,0.7,0.093167702,0.5,0.55,maleware
6.222222222,0.6,0.6,0.065653081,0.6,0.6,0.6,0.5,0.6,maleware
5.666666667,0.097315436,0.272452069,0.056750066,0,0.7,0.060869565,0.5,0.565217391,maleware
6.555555556,0.387024609,0.529767911,0.170689282,0.6,0.6,0.060869565,0.5,0.8,maleware
5.888888889,0.6,0.6,0.055896636,0.6,0.3,0.6,0.5,0.733333333,maleware
6,0.6,0.6,0.06136811,0.6,0.7,0.060869565,0.5,0.769230769,maleware
6.222222222,0.6,0.6,0.170889847,0.6,0.7,0.034782609,0.5,0.714285714,maleware
6,0.6,0.6,0.05360874,0.6,0.3,0.060869565,0.5,0.833333333,maleware
6.666666667,0.6,0.6,0.081889609,0.6,0.7,0.060869565,0.5,0.833333333,maleware
5.333333333,0.6,0.6,0.044477035,0.6,0.3,0.060869565,0.5,0.733333333,maleware
5.555555556,0.6,0.359233098,0.053125266,0.6,0.6,0.060869565,0.5,0.727272727,maleware
5.777777778,0.6,0.6,0.05494092,0.6,0.7,0.060869565,0.5,0.714285714,maleware
6,0.097315436,0.272452069,0.073839948,0,0.7,0.060869565,0.5,0.6,maleware
5.555555556,0.6,0.6,0.050855985,0.6,0.6,0.060869565,0.5,0.692307692,maleware
5.333333333,0.6,0.6,0.04823739,0.6,0.7,0.004968944,0.5,0.583333333,maleware
6.888888889,0.6,0.6,0.245990562,0.6,0.7,0.6,0.5,0.642857143,maleware
6.333333333,0.6,0.6,0.098880634,0.6,0.7,0.6,0.5,0.44,maleware
5.333333333,0.6,0.6,0.046622161,0.6,0.7,0.003726708,0.5,0.583333333,maleware
6.222222222,0.6,0.6,0.098650863,0.6,0.7,0.002484472,0.5,0.409090909,maleware
6.111111111,0.6,0.6,0.075562935,0.6,0.6,0.002484472,0.5,0.5625,maleware
6,0.6,0.6,0.040221166,0.6,0.6,0,0.5,0.666666667,maleware
5.888888889,0.6,0.6,0.183436375,0.6,0.7,0.007453416,0.5,0.666666667,maleware
6.111111111,0.6,0.6,0.056514135,0.6,0.6,0.6,0.5,0.666666667,maleware
6.888888889,0.6,0.6,0.048054411,0.6,0.6,0.6,0.5,0.818181818,maleware
5.444444444,0.6,0.16851665,0.109099011,0.6,0.6,0.060869565,0.5,0.571428571,maleware
5.666666667,0.387024609,0.529767911,0.113934861,0.6,0.7,0.060869565,0.5,0.6,maleware
6,0.6,0.6,0.203018158,0.6,0.6,0.060869565,0.5,0.571428571,maleware
5.888888889,0.6,0.6,0.04490606,0.6,0.7,0.060869565,0.5,0.785714286,maleware
6.666666667,0.097315436,0.272452069,0.102572544,0,0.6,0.060869565,0.5,0.818181818,maleware
6.555555556,0.6,0.6,0.288102544,0.6,0.7,0.060869565,0.5,0.8,maleware
6.222222222,0.6,0.6,0.03058325,0.6,0.5,0.060869565,0.5,0.8,maleware
5.888888889,0.6,0.16851665,0.081655411,0.6,0.7,0.060869565,0.5,0.7,maleware
5.777777778,0.387024609,0.529767911,0.203226384,0.6,0.6,0.060869565,0.5,0.5625,maleware
5.888888889,0.097315436,0.272452069,0.101174338,0,0.6,0.060869565,0.5,0.625,maleware
5.666666667,0.6,0.6,0.157472262,0.6,0.5,0.060869565,0.5,0.571428571,maleware
5.666666667,0.6,0.6,0.05803186,0.6,0.6,0.060869565,0.5,0.615384615,maleware
5.888888889,0.6,0.6,0.074526805,0.6,0.7,0.058385093,0.5,0.538461538,maleware
5.777777778,0.6,0.6,0.127737958,0.6,0.5,0.060869565,0.5,0.642857143,maleware
5.222222222,0.387024609,0.529767911,0.313195137,0.6,0.1,0.060869565,0.5,0.571428571,maleware
6.444444444,0.097315436,0.272452069,0.050206533,0,0.6,0.060869565,0.5,0.833333333,maleware
6.222222222,0.6,0.16851665,0.282871947,0.6,0.7,0.060869565,0.5,0.7,maleware
6.333333333,0.6,0.6,0.235068001,0.6,0.7,0.060869565,0.5,0.666666667,maleware
6.111111111,0.097315436,0.272452069,0.082793308,0,0.7,0.060869565,0.5,0.666666667,maleware
5.777777778,0.6,0.16851665,0.109123136,0.6,0.7,0.060869565,0.5,0.692307692,maleware
5.777777778,0.6,0.16851665,0.093410616,0.6,0.7,0.060869565,0.5,0.625,maleware
5.777777778,0.6,0.6,0.108399778,0.6,0.7,0.060869565,0.5,0.578947368,maleware
5.222222222,0.6,0.6,0.129083347,0.6,0.1,0.058385093,0.5,0.5,maleware
5.666666667,0.6,0.6,0.037860458,0.6,0.7,0.01863354,0.5,0.777777778,maleware
6,0.6,0.6,0.328785931,0.6,0.7,0.028571429,0.5,0.583333333,maleware
5.555555556,0.6,0.6,0.038293347,0.6,0.5,0.060869565,0.5,0.727272727,maleware
6.333333333,0.6,0.6,0.17570451,0.6,0.7,0.060869565,0.5,0.777777778,maleware
6.111111111,0.6,0.6,0.157793462,0.6,0.7,0.034782609,0.5,0.727272727,maleware
6,0.097315436,0.272452069,0.102901019,0,0.6,0.060869565,0.5,0.75,maleware
5.888888889,0.6,0.6,0.066049238,0.6,0.7,0.060869565,0.5,0.666666667,maleware
6.888888889,0.6,0.6,0.329591281,0.6,0.6,0.060869565,0.5,0.818181818,maleware
5.666666667,0.6,0.6,0.070405036,0.6,0.6,0.058385093,0.5,0.583333333,maleware
6.222222222,0.6,0.39556004,0.068483625,0.415891539,0.6,0.060869565,0.5,0.833333333,maleware
5.666666667,0.097315436,0.272452069,0.055366892,0,0.6,0.060869565,0.5,0.666666667,maleware
6.111111111,0.6,0.6,0.036843036,0.6,0.7,0.288198758,0.5,0.727272727,maleware
5.222222222,0.6,0.6,0.09237357,0.6,0.5,0.004968944,0.5,0.538461538,maleware
5.888888889,0.097315436,0.272452069,0.048494127,0,0.7,0.060869565,0.5,0.6875,maleware
5.444444444,0.6,0.39556004,0.056718103,0.415891539,0.7,0.060869565,0.5,0.611111111,maleware
5.333333333,0.6,0.16851665,0.036784729,0.6,0.7,0.01863354,0.5,0.785714286,maleware
6.222222222,0.6,0.6,0.037760156,0.6,0.5,0.060869565,0.5,0.818181818,maleware
5.555555556,0.097315436,0.272452069,0.055799305,0,0.6,0.060869565,0.5,0.583333333,maleware
5.888888889,0.6,0.6,0.089185556,0.6,0.7,0.060869565,0.5,0.647058824,maleware
6,0.097315436,0.272452069,0.098622664,0,0.6,0.060869565,0.5,0.764705882,maleware
5.666666667,0.161073826,0.031281534,0.097048103,0.122601732,0.5,0.060869565,0.5,0.75,maleware
6.111111111,0.161073826,0.031281534,0.045475533,0.122601732,0.5,0.060869565,0.5,0.8,maleware
5.888888889,0.6,0.524722503,0.042314504,0.6,0.7,0.058385093,0.5,0.727272727,maleware
5.666666667,0.6,0.6,0.03844087,0.6,0.6,0.060869565,0.5,0.75,maleware
5.777777778,0.097315436,0.272452069,0.070225618,0,0.7,0.060869565,0.5,0.482758621,maleware
6.222222222,0.6,0.6,0.136964207,0.6,0.7,0.060869565,0.5,0.733333333,maleware
6.444444444,0.6,0.6,0.10145175,0.6,0.7,0.6,0.5,0.642857143,maleware
5.777777778,0.6,0.399596367,0.04141201,0.6,0.7,0.060869565,0.5,0.705882353,maleware
5.222222222,0.3098434,0.066599395,0.234752374,0.6,0.3,0.058385093,0.5,0.5,maleware
6,0.6,0.6,0.080906164,0.6,0.7,0.060869565,0.5,0.625,maleware
5.666666667,0.6,0.4419778,0.105882769,0.534007116,0.7,0.058385093,0.5,0.666666667,maleware
5.666666667,0.6,0.6,0.052043683,0.6,0.7,0.058385093,0.5,0.588235294,maleware
5.777777778,0.097315436,0.272452069,0.046972375,0,0.6,0.060869565,0.5,0.727272727,maleware
5.666666667,0.6,0.6,0.109061064,0.6,0.5,0.060869565,0.5,0.695652174,maleware
6.111111111,0.6,0.6,0.065994311,0.6,0.6,0,0.5,0.666666667,maleware
5.666666667,0.161073826,0.031281534,0.063975809,0.122601732,0.7,0.060869565,0.5,0.625,maleware
5.666666667,0.6,0.6,0.050024928,0.6,0.7,0.060869565,0.5,0.692307692,maleware
6,0.6,0.6,0.050255456,0.6,0.7,0.002484472,0.5,0.423076923,maleware
6.333333333,0.6,0.6,0.042263795,0.6,0.7,0.6,0.5,0.714285714,maleware
5.555555556,0.6,0.6,0.094011566,0.6,0.7,0.007453416,0.5,0.666666667,maleware
5.777777778,0.6,0.6,0.061136595,0.6,0.7,0.034782609,0.5,0.615384615,maleware
6.333333333,0.6,0.6,0.055359125,0.6,0.6,0.060869565,0.5,0.8,maleware
5.777777778,0.6,0.6,0.037465061,0.6,0.7,0.060869565,0.5,0.65,maleware
5.555555556,0.6,0.6,0.048869899,0.6,0.7,0.01863354,0.5,0.666666667,maleware
6.222222222,0.6,0.6,0.256181191,0.6,0.7,0.060869565,0.5,0.647058824,maleware
6.333333333,0.097315436,0.272452069,0.127736319,0,0.7,0.060869565,0.5,0.714285714,maleware
6.555555556,0.6,0.6,0.086769196,0.6,0.7,0.6,0.5,0.75,maleware
5.666666667,0.097315436,0.272452069,0.045797273,0,0.6,0.060869565,0.5,0.636363636,maleware
5.888888889,0.6,0.6,0.036178275,0.6,0.7,0.058385093,0.5,0.727272727,maleware
5.222222222,0.3098434,0.066599395,0.042657424,0.6,0.7,0.058385093,0.5,0.692307692,maleware
6.333333333,0.6,0.6,0.072122781,0.6,0.7,0.6,0.5,0.464285714,maleware
5.888888889,0.6,0.6,0.061258346,0.6,0.7,0.060869565,0.5,0.733333333,maleware
5.222222222,0.6,0.16851665,0.052567118,0.6,0.7,0.01863354,0.5,0.647058824,maleware
5.777777778,0.6,0.6,0.065825638,0.6,0.7,0.058385093,0.5,0.5,maleware
6.333333333,0.6,0.6,0.08577894,0.6,0.7,0,0.5,0.615384615,maleware
6.333333333,0.6,0.6,0.09619738,0.6,0.7,0,0.5,0.5,maleware
6,0.6,0.6,0.048718227,0.6,0.7,0.002484472,0.5,0.4,maleware
5.777777778,0.6,0.6,0.100347552,0.6,0.7,0.060869565,0.5,0.482758621,maleware
6,0.6,0.6,0.045458012,0.6,0.7,0.288198758,0.5,0.545454545,maleware
6.222222222,0.6,0.6,0.319016919,0.6,0.7,0.049689441,0.5,0.606060606,maleware
5.444444444,0.387024609,0.529767911,0.048488002,0.6,0.6,0.060869565,0.5,0.7,maleware
5.555555556,0.387024609,0.529767911,0.043400092,0.6,0.7,0.060869565,0.5,0.75,maleware
5.222222222,0.6,0.6,0.052187023,0.6,0.5,0.034782609,0.5,0.5,maleware
5.777777778,0.6,0.6,0.052219489,0.6,0.7,0.034782609,0.5,0.727272727,maleware
5.777777778,0.6,0.6,0.059556654,0.6,0.7,0.060869565,0.5,0.565217391,maleware
6.555555556,0.097315436,0.272452069,0.034593928,0,0.7,0.060869565,0.5,0.8,maleware
5.666666667,0.097315436,0.272452069,0.037868691,0,0.6,0.060869565,0.5,0.666666667,maleware
5.888888889,0.6,0.6,0.076820641,0.6,0.7,0.060869565,0.5,0.625,maleware
5.888888889,0.097315436,0.272452069,0.061574532,0,0.6,0.060869565,0.5,0.75,maleware
5.888888889,0.097315436,0.272452069,0.062608908,0,0.6,0.060869565,0.5,0.727272727,maleware
10,0.6,0.6,0.105904718,0.6,0.3,0.060869565,0.5,0.777777778,maleware
6.111111111,0.387024609,0.529767911,0.309467498,0.6,0.7,0.060869565,0.5,0.7,maleware
5.555555556,0.6,0.6,0.096103836,0.6,0.3,0.060869565,0.5,0.769230769,maleware
5.888888889,0.6,0.6,0.039754824,0.6,0.7,0.060869565,0.5,0.75,maleware
5.777777778,0.097315436,0.272452069,0.040863287,0,0.6,0.060869565,0.5,0.75,maleware
5.888888889,0.161073826,0.031281534,0.159009903,0.122601732,0.6,0.060869565,0.5,0.75,maleware
6.444444444,0.097315436,0.272452069,0.070720699,0,0.7,0.058385093,0.5,0.916666667,maleware
5.666666667,0.097315436,0.272452069,0.037620025,0,0.6,0.060869565,0.5,0.666666667,maleware
5.444444444,0.6,0.6,0.050077711,0.6,0.5,0.060869565,0.5,0.65,maleware
5.888888889,0.6,0.6,0.061877867,0.6,0.7,0.058385093,0.5,0.692307692,maleware
5.666666667,0.6,0.6,0.048682791,0.6,0.7,0.060869565,0.5,0.590909091,maleware
6,0.6,0.6,0.038648797,0.6,0.7,0.060869565,0.5,0.818181818,maleware
6.111111111,0.6,0.6,0.060077501,0.6,0.3,0.060869565,0.5,0.8,maleware
5.666666667,0.6,0.781029263,0.043306878,0.6,0.5,0.060869565,0.5,0.75,maleware
7.222222222,0.6,0.6,0.075785873,0.6,0.7,0.6,0.5,0.888888889,maleware
6.111111111,0.6,0.6,0.071281991,0.6,0.7,0.093167702,0.5,0.571428571,maleware
5.333333333,0.6,0.6,0.036355514,0.6,0.3,0.060869565,0.5,0.769230769,maleware
6,0.6,0.39556004,0.193088096,0.415891539,0.7,0.060869565,0.5,0.625,maleware
6.333333333,0.6,0.6,0.598227341,0.6,0.5,0.288198758,0.5,0.555555556,maleware
6.222222222,0.6,0.6,0.360402992,0.6,0.7,0.060869565,0.5,0.529411765,maleware
5.888888889,0.6,0.6,0.04902591,0.6,0.7,0.060869565,0.5,0.714285714,maleware
5.777777778,0.6,0.6,0.062851203,0.6,0.7,0.034782609,0.5,0.636363636,maleware
6,0.6,0.6,0.028721733,0.6,0.6,0.002484472,0.5,0.666666667,maleware
5.777777778,0.097315436,0.272452069,0.052653453,0,0.6,0.060869565,0.5,0.714285714,maleware
5.333333333,0.6,0.39556004,0.051282671,0.415891539,0.5,0.060869565,0.5,0.733333333,maleware
5.555555556,0.6,0.6,0.050903668,0.6,0.6,0.060869565,0.5,0.666666667,maleware
5.555555556,0.6,0.39556004,0.033194672,0.415891539,0.7,0.058385093,0.5,0.777777778,maleware
6,0.097315436,0.272452069,0.07201465,0,0.6,0.060869565,0.5,0.761904762,maleware
5.777777778,0.097315436,0.272452069,0.048517879,0,0.7,0.060869565,0.5,0.684210526,maleware
5.777777778,0.6,0.072653885,0.099734687,0.821765585,0.7,0.060869565,0.5,0.619047619,maleware
6,0.6,0.6,0.029905948,0.6,0.3,0.060869565,0.5,0.8,maleware
5.888888889,0.097315436,0.272452069,0.058920583,0,0.7,0.060869565,0.5,0.681818182,maleware
5.666666667,0.6,0.6,0.055578316,0.6,0.7,0.034782609,0.5,0.636363636,maleware
5.777777778,0.6,0.6,0.051384612,0.6,0.7,0.060869565,0.5,0.769230769,maleware
6.333333333,0.097315436,0.272452069,0.278121415,0,0.6,0.060869565,0.5,0.7,maleware
5.777777778,0.6,0.6,0.061300788,0.6,0.6,0.060869565,0.5,0.727272727,maleware
5.111111111,0.6,0.16851665,0.037195001,0.6,0.5,0.058385093,0.5,0.555555556,maleware
5.333333333,0.6,0.16851665,0.036629926,0.6,0.7,0.01863354,0.5,0.769230769,maleware
5.666666667,0.097315436,0.272452069,0.056854399,0,0.6,0.060869565,0.5,0.6875,maleware
5,0.6,0.6,0.075831743,0.6,0.5,0.060869565,0.5,0,maleware
6,0.6,0.6,0.028650354,0.6,0.7,0.058385093,0.5,0.818181818,maleware
6.555555556,0.6,0.6,0.420023374,0.6,0.7,0.058385093,0.5,0.777777778,maleware
6,0.3098434,0.066599395,0.7826206,0.6,0.6,0.060869565,0.5,0.7,maleware
6.666666667,0.6,0.6,0.133414282,0.6,0.6,0.060869565,0.5,0.8,maleware
5.777777778,0.6,0.6,0.055067096,0.6,0.7,0.060869565,0.5,0.764705882,maleware
5.888888889,0.6,0.6,0.04487598,0.6,0.6,0.288198758,0.5,0.625,maleware
6,0.097315436,0.272452069,0.12382503,0,0.6,0.060869565,0.5,0.75,maleware
6,0.6,0.6,0.081770983,0.6,0.7,0.060869565,0.5,0.647058824,maleware
5.777777778,0.6,0.6,0.039254924,0.6,0.7,0.058385093,0.5,0.727272727,maleware
5.777777778,0.6,0.166498486,0.075752806,0.801775555,0.6,0.060869565,0.5,0.7,maleware
5.111111111,0.6,0.6,0.051486027,0.6,0.6,0.023602484,0.5,0.470588235,maleware
5.555555556,0.6,0.256306761,0.028443518,0.6,0.7,0.01863354,0.5,0.818181818,maleware
6.111111111,0.6,0.6,0.037939438,0.6,0.3,0.060869565,0.5,0.9,maleware
5.666666667,0.6,0.6,0.05391113,0.6,0.7,0.058385093,0.5,0.545454545,maleware
6.222222222,0.097315436,0.272452069,0.0941336,0,0.7,0.060869565,0.5,0.75,maleware
5.555555556,0.6,0.6,0.051767805,0.6,0.5,0.060869565,0.5,0.7,maleware
6.222222222,0.6,0.6,0.043158657,0.6,0.6,0.6,0.5,0.705882353,maleware
5.777777778,0.6,0.6,0.041643423,0.6,0.7,0.060869565,0.5,0.692307692,maleware
5.888888889,0.6,0.6,0.066691819,0.6,0.7,0.060869565,0.5,0.75,maleware
5.777777778,0.097315436,0.272452069,0.055438426,0,0.6,0.060869565,0.5,0.777777778,maleware
5.222222222,0.3098434,0.066599395,0.065271766,0.6,0.5,0.060869565,0.5,0.777777778,maleware
6.222222222,0.6,0.6,0.062214987,0.6,0.3,0.060869565,0.5,0.909090909,maleware
6,0.6,0.6,0.051731272,0.6,0.7,0.060869565,0.5,0.8125,maleware
6,0.6,0.6,0.063631932,0.6,0.7,0.060869565,0.5,0.764705882,maleware
6.777777778,0.6,0.049445005,0.049142246,0.78538648,0.7,0.060869565,0.5,0.857142857,maleware
6.111111111,0.6,0.6,0.063571,0.6,0.3,0.060869565,0.5,0.894736842,maleware
5.444444444,0.097315436,0.272452069,0.051852569,0,0.6,0.01863354,0.5,0.692307692,maleware
6.222222222,0.6,0.6,0.069253975,0.6,0.7,0.093167702,0.5,0.692307692,maleware
5.777777778,0.6,0.6,0.064983137,0.6,0.7,0.01863354,0.5,0.705882353,maleware
5.888888889,0.6,0.6,0.198038362,0.6,0.5,0.060869565,0.5,0.615384615,maleware
5.111111111,0.3098434,0.066599395,0.036067537,0.6,0.5,0.058385093,0.5,0.727272727,maleware
6,0.6,0.6,0.03824982,0.6,0.7,0.288198758,0.5,0.636363636,maleware
6,0.6,0.6,0.06026191,0.6,0.7,0.093167702,0.5,0.523809524,maleware
5.666666667,0.3098434,0.066599395,0.220440261,0.6,0.7,0.058385093,0.5,0.47826087,maleware
6.333333333,0.6,0.6,0.179602188,0.6,0.5,0,0.5,0.666666667,maleware
5.888888889,0.6,0.6,0.038249325,0.6,0.7,0.060869565,0.5,0.777777778,maleware
6.444444444,0.6,0.6,0.133207062,0.6,0.6,0.01863354,0.5,0.875,maleware
6.333333333,0.387024609,0.529767911,0.308970373,0.6,0.7,0.060869565,0.5,0.818181818,maleware
5.777777778,0.097315436,0.272452069,0.039928477,0,0.6,0.060869565,0.5,0.789473684,maleware
5.666666667,0.6,0.6,0.066050091,0.6,0.7,0.01863354,0.5,0.6,maleware
6.444444444,0.6,0.6,0.045453028,0.6,0.7,0.6,0.5,0.727272727,maleware
5.555555556,0.6,0.6,0.04894035,0.6,0.6,0.058385093,0.5,0.692307692,maleware
6.333333333,0.6,0.6,0.042521677,0.6,0.7,0.002484472,0.5,0.769230769,maleware
6.333333333,0.6,0.6,0.102427921,0.6,0.6,0.01863354,0.5,0.875,maleware
4.777777778,0.3098434,0.066599395,0.066158664,0.6,0.3,0.060869565,0.5,0.588235294,maleware
5.888888889,0.6,0.6,0.062175606,0.6,0.7,0.058385093,0.5,0.636363636,maleware
6.333333333,0.6,0.6,0.051975541,0.6,0.7,0.6,0.5,0.727272727,maleware
5.555555556,0.6,0.39556004,0.056137858,0.415891539,0.7,0.060869565,0.5,0.722222222,maleware
